Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,Undergrad Population,Average Cost,ACT Median,SAT Average,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Average Cost,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry
Valparaiso University,3,4,Private,Great Lakes,Large Suburb,0.7969,3209,43185,26,1158,0.7457,0.0533,0.0673,0.0156,0.0012,0.0006,0.0227,0.0826,0.0284,43185,10489,7280,0.684,0.2537,0.7013,0.8636,0.0618,4.4,23250,27000,11925,0.970000029,0.360000014,20.55999947,90375.63,81419.5,5.079999924,66,960,45900,42400
CUNY Hunter College,3,4,Public,Mid-Atlantic,Large City,0.2972,15697,14478,0,1160,0.3169,0.1003,0.2488,0.2424,0.0022,0.0074,0.0162,0.0657,0.2563,14478,8762,7895,0.3689,0.4097,0.5038,0.8669,0.2224,5.3,9500,10500,8500,0.439999998,0.790000021,22.44000053,32945.53,22554,16.98999977,571,3245,43500,40400
University of San Francisco,3,4,Private,Far West,Large City,0.6129,6308,55812,25,1161,0.311,0.0293,0.1872,0.194,0.0019,0.0049,0.0699,0.1815,0.0371,55812,15041,12409,0.4135,0.2625,0.6901,0.8646,0.0832,5.3,23000,25000,20300,0.959999979,0.439999998,22.20999908,90594.28,70581,6.559999943,157,1397,62000,53300
Louisiana State University and Agricultural & Mechanical College,3,4,Public,Southeast,Fringe Rural,0.7623,23990,20422,26,1162,0.756,0.1112,0.0506,0.0343,0.0032,0.001,0.0234,0.017,0.0535,20422,9914,9190,0.9102,0.1978,0.6914,0.8249,0.0534,4.3,13000,19500,8250,0.870000005,0.519999981,20.54999924,70702.73,52648,11.57999992,415,5035,49500,42800
DePaul University,3,4,Private,Great Lakes,Large City,0.5987,16120,46375,26,1163,0.5561,0.0837,0.1717,0.073,0.001,0.0021,0.0371,0.0265,0.1591,46375,11612,10392,0.5034,0.3448,0.7047,0.8536,0.2019,6,20500,24165.5,13475,0.949999988,0.529999971,22.28000069,74671.61,54683,7.139999866,487,3964,49400,44800
University of Missouri-Columbia,3,4,Public,Great Plains,Mid-size City,0.7861,26585,22387,26,1165,0.7989,0.0822,0.0332,0.0224,0.0025,0.0005,0.0253,0.0273,0.0533,22387,10752,8788,0.7053,0.216,0.7012,0.8353,0.0385,5.5,17500,22500,10500,0.970000029,0.349999994,20.28000069,89631.5,80508.5,6.239999771,405,5572,46700,41200
College of Charleston,3,4,Public,Southeast,Mid-size City,0.7031,10150,25086,26,1165,0.8241,0.0628,0.0416,0.0162,0.0014,0.0016,0.0329,0.0078,0.0521,25086,8234,7747,0.6435,0.2257,0.6448,0.8262,0.0853,6.6,17000,22341,9500,0.949999988,0.409999996,20.57999992,90152.6,71255,7.679999828,212,1964,39700,35800
Hofstra University,3,4,Private,Mid-Atlantic,Large Suburb,0.5871,6748,49604,26,1165,0.5871,0.086,0.127,0.0788,0.0024,0.0082,0.0268,0.0274,0.0574,49604,15989,12848,0.4726,0.2257,0.6212,0.7826,0.0511,5.2,19150,23900,10900,0.959999979,0.409999996,20.42000008,90094.08,74751,5.659999847,310,2834,50700,45900
University of South Florida-Main Campus,3,4,Public,Southeast,Large City,0.4524,30376,19299,26,1168,0.5493,0.1106,0.1961,0.0603,0.0021,0.0029,0.0322,0.0317,0.2283,19299,8322,8082,0.7713,0.4127,0.6321,0.8878,0.2112,7.4,16954,19735,12500,0.870000005,0.629999995,22.48999977,52366.99,36808.5,7.980000019,978,8367,40600,37900
Washington College,3,4,Private,Mid-Atlantic,Distant Town,0.6655,1424,52243,27,1168,0.7872,0.033,0.0365,0.0126,0.0014,0,0.0232,0.0639,0.0091,52243,12924,7927,0.6218,0.1488,0.6821,0.8086,0.0182,3.5,25000,27000,8750,0.99000001,0.180000007,19.27000046,123228.4,108663.5,4.190000057,19,333,45100,40800
The University of Alabama,3,4,Public,Southeast,Small City,0.5655,28692,26717,26,1171,0.7865,0.114,0.0313,0.0112,0.0044,0.0011,0.021,0.0278,0.0852,26717,9817,9605,0.7109,0.2107,0.6665,0.87,0.0853,8.1,17750,24000,11000,0.939999998,0.529999971,20.77000046,74131.14,58976,10.05000019,318,3326,44700,39200
Mercer University,3,4,Private,Southeast,Small City,0.69,4304,46382,26,1171,0.4747,0.3322,0.0372,0.0511,0.0044,0.0014,0.0193,0.0344,0.1622,46382,10646,7918,0.9752,0.4101,0.5947,0.8202,0.3684,6.6,21500,26000,13000,0.970000029,0.439999998,26.63999939,65979.68,48287.5,7.929999828,177,1923,53700,43900
Embry-Riddle Aeronautical University-Prescott,3,4,Private,Southwest,Fringe Rural,0.7898,1802,45228,26,1171,0.6016,0.0172,0.0755,0.0494,0.0055,0.0061,0.076,0.0855,0.0638,45228,18433,8387,0.7018,0.2884,0.5915,0.828,0.1166,4.6,16500,26000,11750,0.910000026,0.479999989,23.22999954,71628,52839,7.300000191,226,2940,59200,53800
University of the Pacific,3,4,Private,Far West,Large City,0.7265,3869,52406,26,1172,0.3223,0.0269,0.1858,0.3153,0.0067,0.0047,0.0432,0.0538,0.0238,52406,17606,10089,0.5588,0.4011,0.5669,0.8656,0.0598,3.5,21250,23500,18750,0.959999979,0.389999986,22.03000069,62103.51,40951,9.18999958,111,1339,75600,64000
University of Central Florida,3,4,Public,Southeast,Large Suburb,0.4894,50919,19815,26,1175,0.5718,0.1056,0.2158,0.0559,0.0022,0.0025,0.029,0.0095,0.2911,19815,5403,8646,0.9807,0.3771,0.6724,0.8711,0.2083,5.4,15000,18500,9750,0.829999983,0.600000024,22.14999962,54803.88,38367.5,7.170000076,781,8049,42900,39300
Seattle University,3,4,Private,Far West,Large City,0.7323,4595,50610,27,1175,0.4699,0.0322,0.0908,0.1602,0.0059,0.0067,0.0694,0.1032,0.0477,50610,15139,9051,0.7077,0.2109,0.7663,0.8602,0.0677,3.8,24000,25334,11000,0.970000029,0.439999998,21.61000061,78227.76,59408,6.420000076,137,1364,52900,49500
Maryland Institute College of Art,3,4,Private,Mid-Atlantic,Large City,0.5803,1892,52649,0,1175,0.5423,0.0523,0.0592,0.1173,0.0032,0.0016,0.0502,0.0782,0.0703,52649,13502,8764,0.3421,0.2429,0.7273,0.8257,0.0839,4.4,23000,27000,11125,0.99000001,0.349999994,19.98999977,99535.03,89961,5.449999809,63,439,33500,30900
University of Oklahoma-Norman Campus,3,4,Public,Southwest,Mid-size Suburb,0.8044,20528,23263,26,1176,0.6248,0.049,0.0885,0.056,0.0419,0.0018,0.0646,0.0388,0.1524,23263,11985,9273,0.8207,0.2491,0.6629,0.8395,0.1293,4.9,15750,20000,12000,0.899999976,0.529999971,22.03000069,66684.98,49891,8.5,539,4989,51800,43300
University of Delaware,3,4,Public,Mid-Atlantic,Large Suburb,0.6468,17729,21748,27,1178,0.7529,0.0531,0.0694,0.0426,0.0007,0.0011,0.0264,0.0416,0.0498,21748,17186,11834,0.9598,0.1192,0.8001,0.9191,0.0455,3.7,21000,24126.5,9458.5,0.959999979,0.25999999,19.69000053,111960.94,102027,4.380000114,209,3468,53300,50100
University of Alabama in Huntsville,3,4,Public,Southeast,Mid-size City,0.8062,5525,20306,26,1180,0.7012,0.131,0.0338,0.0364,0.0145,0.0002,0.0161,0.0329,0.2395,20306,9352,9341,0.6555,0.3281,0.4835,0.8098,0.264,7.7,16500,24738,10500,0.920000017,0.600000024,23.19000053,54155.4,39766,9.369999886,151,1224,45800,41500
University of Dayton,3,4,Private,Great Lakes,Mid-size City,0.5297,7812,46250,27,1181,0.8178,0.0288,0.0287,0.0125,0.001,0.0003,0.0105,0.0893,0.0475,46250,10823,8494,0.619,0.1188,0.7674,0.8858,0.0322,2,23250,26863,11384,0.99000001,0.25999999,19.75,122480.57,108917.5,4.710000038,100,1914,49600,45900
Texas A & M University-College Station,3,4,Public,Southwest,Small City,0.6947,43931,20819,26,1182,0.6791,0.0275,0.1964,0.0495,0.0029,0.001,0.0288,0.013,0.1001,20819,13297,10287,0.8942,0.2162,0.7908,0.9143,0.0308,4.8,16566.5,19253,9000,0.910000026,0.469999999,20.13999939,83346.84,71288,9.359999657,628,8165,56300,49000
Calvin College,3,4,Private,Great Lakes,Mid-size City,0.6975,3895,39013,26,1183,0.7504,0.0254,0.0347,0.0426,0.0033,0,0.0257,0.0986,0.0226,39013,13845,7208,0.9881,0.2326,0.7273,0.8741,0.0192,2.5,22500,26870,12500,0.980000019,0.370000005,19.65999985,97807.66,93258,5.46999979,114,1062,41100,38100
South Dakota School of Mines and Technology,3,4,Public,Great Plains,Small City,0.8608,2194,20234,26,1183,0.8569,0.016,0.0346,0.0137,0.0141,0.0014,0.0356,0.0201,0.1162,20234,10035,8892,0.907,0.2523,0.4566,0.7886,0.1439,5,14875,27100,8774,0.939999998,0.479999989,21.61000061,66137.5,57505.5,8.609999657,53,690,51900,48600
Clarkson University,3,4,Private,Mid-Atlantic,Remote Town,0.6403,3060,54772,26,1187,0.831,0.0229,0.0444,0.0353,0.002,0.0003,0.0199,0.0252,0.0036,54772,13218,10138,0.8745,0.2813,0.7287,0.87,0.0154,2.4,24187,27000,14379,0.980000019,0.379999995,19.55999947,89280.81,82272,7.159999847,63,1124,61900,62400
University of Vermont,3,4,Public,New England,Small City,0.7755,9970,27788,27,1190,0.834,0.0115,0.0427,0.0221,0.0027,0.0002,0.0294,0.0202,0.035,27788,16066,9562,0.8133,0.1948,0.7582,0.8577,0.0795,3.8,18878,21893.5,9581.5,0.959999979,0.349999994,20.23999977,95378.54,77614,5.409999847,174,2337,44700,39400
University of North Carolina at Asheville,3,4,Public,Southeast,Small City,0.6403,3323,17468,26,1190,0.8333,0.0307,0.0391,0.0147,0.0042,0.0009,0.0328,0.0039,0.093,17468,9085,7371,0.7869,0.3187,0.5954,0.8025,0.2206,7.3,15772.5,20508,7629,0.920000017,0.550000012,22.01000023,60962.62,48654,7.940000057,98,732,32800,31600
University of California-Davis,3,4,Public,Far West,Small Suburb,0.4521,26483,31803,26,1192,0.3125,0.0211,0.172,0.3551,0.002,0.0048,0.0511,0.0618,0.0267,31803,21365,12065,0.8397,0.4297,0.8133,0.9294,0.0571,3.8,13626.5,15000,11461,0.889999986,0.620000005,20.51000023,59783.54,41894,8.539999962,635,5144,54800,48500
University of Colorado Boulder,3,4,Public,Rocky Mountains,Small City,0.8771,25461,27854,27,1192,0.7413,0.0169,0.0959,0.0518,0.0031,0.0006,0.0362,0.0376,0.0655,27854,13949,10298,0.683,0.1722,0.6969,0.8462,0.067,4.7,15000,19500,9500,0.949999988,0.439999998,20.63999939,96924.8,73526,4.519999981,547,4614,47900,41600
Belmont University,3,4,Private,Southeast,Large City,0.7987,5465,41450,27,1193,0.8201,0.0401,0.0428,0.0161,0.0024,0.0004,0.0326,0.0082,0.0655,41450,8976,8450,0.478,0.1756,0.6796,0.8333,0.0848,1.9,19173,23250,8750.5,0.959999979,0.340000004,21.15999985,98697.97,83588,6.179999828,84,1048,42100,37600
Loyola University Maryland,3,4,Private,Mid-Atlantic,Large City,0.58,3972,56736,27,1194,0.7941,0.0506,0.0921,0.0302,0.002,0.0005,0.0214,0.0038,0.0083,56736,11584,8346,0.6188,0.1414,0.8437,0.8731,0.0072,2.9,26000,27000,8490.5,0.99000001,0.219999999,19.36000061,134101.78,112164,4.119999886,43,803,64000,56400
University of Puerto Rico-Rio Piedras,3,4,Public,Outlying Areas,Large City,0.5248,11834,8020,0,1195,0.007,0.0014,0.9027,0.0014,0.001,0.0001,0.0025,0.0001,0.1032,8020,12517,7104,0.7862,0.5895,0.4748,0.8968,0.0746,11.9,5500,5500,5197,0.330000013,0.980000019,19.54999924,25464.65,22433.5,45.72999954,0,0,0,0
Loyola University Chicago,3,4,Private,Great Lakes,Large City,0.914,9931,47727,27,1195,0.6138,0.0354,0.1266,0.1131,0.001,0.0015,0.0575,0.03,0.0755,47727,11462,9432,0.5019,0.299,0.7101,0.8541,0.0804,4.6,22934,25751,11000,0.970000029,0.430000007,20.51000023,85748.31,67583.5,6.300000191,281,2324,50600,45500
University of Portland,3,4,Private,Far West,Large City,0.668,3468,51036,0,1195,0.6401,0.0087,0.0998,0.1024,0.0032,0.0141,0.079,0.0288,0.0167,51036,10427,7678,0.5985,0.2189,0.755,0.9002,0.0321,1.1,22454,25000,10000,0.970000029,0.319999993,20.42000008,98696.67,86897,6.579999924,55,821,52400,48800
Cedarville University,3,4,Private,Great Lakes,Fringe Town,0.7401,3108,33652,27,1195,0.8777,0.0154,0.0241,0.0164,0.0039,0.0003,0.0183,0.0142,0.0209,33652,9988,6831,0.743,0.2078,0.7263,0.852,0.0154,1.4,19500,25000,12000,0.959999979,0.379999995,19.62999916,90859.17,83099,5.449999809,84,904,39400,36000
Drexel University,3,4,Private,Mid-Atlantic,Large City,0.815,16257,53831,27,1197,0.5657,0.064,0.0564,0.1257,0.0015,0.0063,0.0263,0.1273,0.1446,53831,13309,10246,0.5358,0.2021,0.6951,0.8644,0.1823,3.5,17027.5,26098,10873,0.980000019,0.300000012,22.21999931,84469.63,69348,6.46999979,316,3828,64000,58400
Indiana University-Bloomington,3,4,Public,Great Lakes,Small City,0.7217,31984,23043,27,1198,0.7313,0.0406,0.0438,0.0384,0.0012,0.0007,0.031,0.1075,0.0336,23043,13471,9431,0.8555,0.1937,0.7705,0.8982,0.0299,5.9,19500,23628,15000,0.959999979,0.370000005,20.26000023,92768.66,80326,5.5,531,7104,49000,42000
Pennsylvania State University-Main Campus,3,4,Public,Mid-Atlantic,Small City,0.542,39460,31625,27,1199,0.7213,0.0427,0.0546,0.0546,0.0007,0.0006,0.0232,0.0894,0.0232,31625,18073,9902,0.749,0.1768,0.8484,0.9236,0.0272,7.7,21500,27000,11500,0.959999979,0.449999988,20.87999916,81964.64,70439.5,6.789999962,1608,19644,48100,43400
The University of Tennessee-Knoxville,3,4,Public,Southeast,Mid-size City,0.7249,20948,24746,27,1199,0.8059,0.0735,0.0277,0.0285,0.0025,0,0.028,0.0151,0.0603,24746,20792,9976,0.832,0.2991,0.6754,0.8563,0.0883,6,15250,20338.5,9613.5,0.899999976,0.5,21.12000084,72817.34,55229,8.279999733,435,4613,48300,39000
University of South Carolina-Columbia,3,4,Public,Southeast,Mid-size City,0.606,23987,23685,27,1200,0.7709,0.1016,0.0406,0.0228,0.0025,0.0011,0.0321,0.0113,0.0658,23685,10384,9514,0.7128,0.2394,0.7268,0.8738,0.067,4.7,19125,22500,13500,0.949999988,0.439999998,20.89999962,76756.24,63282.5,8.430000305,439,4951,45600,38700
Elon University,3,4,Private,Southeast,Mid-size Suburb,0.5398,5599,41679,25,1200,0.8162,0.0632,0.0463,0.0191,0.0034,0.0009,0.0163,0.0177,0.0241,41679,14745,8485,0.7118,0.0911,0.8165,0.8989,0.0061,2.4,20500,24500,19000,0.980000019,0.25,19.53000069,118353.3,104953,4.829999924,46,939,47500,43600
New Mexico Institute of Mining and Technology,3,4,Public,Southwest,Remote Town,0.4136,1490,17600,26,1200,0.5919,0.0201,0.2544,0.0289,0.0362,0.0007,0.0369,0.0295,0.0483,17600,9268,6908,0.6158,0.2952,0.4417,0.7659,0.1827,6.9,9283,16083,7500,0.769999981,0.610000014,21.52000046,60441.2,42214,13.43999958,27,290,52800,48600
Loyola Marymount University,3,4,Private,Far West,Large City,0.5412,6087,55432,27,1202,0.4894,0.0563,0.221,0.1045,0.0025,0.0013,0.0726,0.0524,0.0276,55432,14921,10098,0.5352,0.1923,0.7583,0.9144,0.0232,3.9,20201.5,22299.5,13562.5,0.970000029,0.370000005,20.12000084,101494.67,76696,8.600000381,154,1450,58000,49600
Gonzaga University,3,4,Private,Far West,Mid-size City,0.6651,4830,46475,27,1204,0.7375,0.0101,0.0861,0.0387,0.0056,0.0046,0.0578,0.0271,0.0104,46475,9687,8626,0.5886,0.1879,0.8228,0.9425,0.0298,2.3,26035,27000,16049.5,0.970000029,0.370000005,20.57999992,102446.28,87057,6.840000153,82,1107,52500,47900
Hope College,3,3,Private,Great Lakes,Small City,0.7253,3296,38593,27,1204,0.8535,0.0225,0.0671,0.0164,0.0009,0,0.0194,0.0203,0.0249,38593,9281,7591,0.6787,0.204,0.7814,0.8836,0.0153,3.5,25000,27000,14025,0.980000019,0.340000004,19.45000076,107260.41,91493,4.550000191,44,792,41400,39700
Texas Christian University,3,4,Private,Southwest,Large City,0.4739,8597,48189,27,1206,0.738,0.0512,0.1059,0.0224,0.0098,0.0026,0.0077,0.0455,0.0335,48189,14422,10206,0.9804,0.1447,0.76,0.9021,0.0521,4.3,19500,22500,9500,0.970000029,0.360000014,20.54999924,103263.14,81852.5,6.46999979,136,1651,50700,45800
Michigan Technological University,3,4,Public,Great Lakes,Remote Town,0.7659,5536,24724,27,1206,0.8445,0.013,0.0204,0.0079,0.0054,0.0005,0.0217,0.0569,0.0612,24724,11415,9142,0.8587,0.267,0.6453,0.8219,0.0486,6,21812,27000,11000,0.970000029,0.439999998,19.92000008,82033.18,76868.5,5.980000019,113,1457,56700,57400
University of Iowa,3,4,Public,Great Plains,Small City,0.8023,21314,21832,27,1208,0.7159,0.0276,0.059,0.0303,0.0019,0.0009,0.0241,0.1,0.0944,21832,13911,10194,0.8637,0.1906,0.6962,0.8584,0.0855,4.1,18692.5,22500,12000,0.959999979,0.389999986,20.95000076,83051.2,74267,5.369999886,303,5665,51300,44000
Chapman University,3,4,Private,Far West,Mid-size City,0.4471,5940,57020,27,1208,0.5978,0.0162,0.1433,0.0981,0.003,0.0024,0.0586,0.038,0.0348,57020,13977,11095,1,0.2035,0.761,0.9073,0.0303,3.5,19000,20250,14000,0.970000029,0.340000004,27.71999931,71813.4,53889,8.31000042,363,3037,49800,48000
University of Massachusetts-Amherst,3,4,Public,New England,Large Suburb,0.6294,21672,25665,27,1209,0.6685,0.0359,0.0482,0.0774,0.0013,0.0006,0.0232,0.0216,0.0594,25665,12988,11354,0.802,0.2513,0.7266,0.893,0.0811,5.6,21500,24250,12250,0.959999979,0.400000006,20.59000015,85910.2,75270.5,5.599999905,421,5259,46800,43500
University of Maryland-Baltimore County,3,4,Public,Mid-Atlantic,Large Suburb,0.6315,11012,22024,27,1209,0.4521,0.1594,0.0568,0.1983,0.0015,0.0015,0.036,0.0423,0.1381,22024,9852,8985,0.6977,0.2695,0.6458,0.8733,0.1515,5.6,17500,21500,11750,0.879999995,0.50999999,21.37999916,73930.94,59891,4.920000076,231,1985,50700,46900
Rutgers University-New Brunswick,3,4,Public,Mid-Atlantic,Small City,0.5951,33427,28011,0,1210,0.4518,0.0767,0.123,0.2556,0.0008,0.0032,0.0331,0.0378,0.0538,28011,14782,10967,0.5704,0.3105,0.7969,0.9093,0.0886,5.2,19500,22250,13000,0.930000007,0.5,20.97999954,76131.15,59041,6.019999981,1048,10583,55700,50300
Purdue University-Main Campus,3,4,Public,Great Lakes,Mid-size Suburb,0.6042,30167,23109,27,1211,0.6766,0.0322,0.0395,0.0482,0.0012,0.0009,0.0193,0.1636,0.0514,23109,15477,11005,0.9449,0.2058,0.6994,0.9059,0.0551,5.1,20500,23766,12000,0.939999998,0.430000007,20.36000061,87549.24,77728,5.239999771,474,6955,53800,47500
Florida State University,3,4,Public,Southeast,Mid-size City,0.5681,32086,20774,27,1212,0.667,0.085,0.1704,0.0251,0.0038,0.0018,0.0228,0.0104,0.1052,20774,8596,9706,0.8017,0.3065,0.7688,0.9171,0.0681,5.8,18750,21000,12999.5,0.899999976,0.540000021,20.76000023,68162.48,51372.5,8.899999619,654,6951,44700,40000
University of California-Santa Barbara,3,4,Public,Far West,Mid-size Suburb,0.4444,19362,31913,27,1212,0.3965,0.0213,0.2481,0.1763,0.001,0.0007,0.0843,0.0397,0.0148,31913,10571,13048,0.834,0.3798,0.807,0.9193,0.0222,4.5,15000,18057,12625,0.910000026,0.579999983,20.04999924,70987.15,51240,9.479999542,428,3995,50300,45600
Butler University,3,4,Private,Great Lakes,Large City,0.661,3998,47010,28,1212,0.8269,0.0353,0.032,0.0283,0.002,0,0.014,0.0225,0.0125,47010,12922,7980,1,0.1739,0.7386,0.911,0.0185,2,25000,26600,10975,0.980000019,0.25,20.09000015,109689.19,99069,4.820000172,46,1112,62400,50700
Creighton University,3,4,Private,Great Plains,Large City,0.7665,3943,46248,27,1214,0.7375,0.0249,0.0697,0.0933,0.0048,0.0036,0.0401,0.018,0.0388,46248,13789,9081,0.6756,0.191,0.7592,0.9088,0.0775,2,21500,23750,13950,0.970000029,0.310000002,20.80999947,101259.23,80669.5,5.650000095,54,1170,59300,51200
Taylor University,3,4,Private,Great Lakes,Distant Town,0.876,1873,38845,28,1214,0.8735,0.023,0.0267,0.0256,0.0027,0.0021,0.0075,0.0379,0.0251,38845,9780,6365,0.6293,0.1849,0.7415,0.8936,0.0405,3.4,20500,24712.5,11875,0.939999998,0.460000008,20.87000084,82840.55,71404,5.25,84,727,35500,32800
Auburn University,3,4,Public,Southeast,Small City,0.8274,19761,23788,27,1215,0.8543,0.0714,0.0253,0.0213,0.0077,0,0,0.0074,0.0902,23788,11324,9429,0.878,0.1687,0.6792,0.8946,0.0415,6.1,18250,22250,11000,0.959999979,0.460000008,20.32999992,88745.91,71775.5,9.590000153,345,3804,47100,41800
Baylor University,3,4,Private,Southwest,Mid-size City,0.5747,13221,51086,27,1215,0.6408,0.0741,0.1386,0.0646,0.0033,0.0003,0.0473,0.0289,0.0142,51086,14046,8793,0.8148,0.22,0.7472,0.8825,0.0245,4.8,21000,25281,9500,0.949999988,0.439999998,19.79999924,93014.48,72163,7.460000038,200,2541,47700,43700
Marquette University,3,4,Private,Great Lakes,Large City,0.5745,8190,46649,27,1217,0.7418,0.0454,0.0933,0.0463,0.0018,0.0011,0.033,0.0348,0.0237,46649,9995,9665,0.5544,0.1689,0.7824,0.9071,0.0268,2.5,24760,27000,11000,0.980000019,0.280000001,20.17000008,105199.44,93069,5.170000076,111,2278,57800,52300
Yeshiva University,3,4,Private,Mid-Atlantic,Large City,0.8216,2887,53825,26,1217,0.9193,0.0007,0.0042,0.0007,0,0,0.0035,0.0578,0.0364,53825,33021,5086,0.6916,0.181,0.8519,0.929,0.0024,3.3,15358.5,19361,10500,0.889999986,0.419999987,19.62000084,109592.47,87607,8.220000267,112,420,59500,49000
Virginia Polytechnic Institute and State University,3,4,Public,Southeast,Small City,0.7028,23928,25513,0,1220,0.7182,0.0349,0.0512,0.0848,0.0016,0.0013,0.0403,0.0382,0.0204,25513,10476,10146,0.9812,0.1735,0.8243,0.9119,0.0276,2.6,21500,25000,13925,0.959999979,0.330000013,19.70999908,104751.65,95419,5.309999943,270,4439,55900,52900
St Mary's College of Maryland,3,4,Public,Mid-Atlantic,Small Suburb,0.7204,1794,29174,28,1221,0.7453,0.0797,0.0647,0.0262,0.0017,0,0.0412,0.0145,0.0201,29174,13542,6981,0.7416,0.152,0.7931,0.8998,0.0286,1.4,19130,21671.5,9500,0.939999998,0.289999992,19.67000008,107725.72,103581.5,4.619999886,39,383,44300,42900
CUNY Bernard M Baruch College,3,4,Public,Mid-Atlantic,Large City,0.2483,13698,15112,0,1225,0.2799,0.0923,0.1545,0.3397,0.0017,0.003,0.0073,0.1217,0.2413,15112,7969,8651,0.4624,0.4502,0.6687,0.8762,0.2613,6.1,10000,11500,8000,0.310000002,0.889999986,21.77000046,29059.07,21425,17.48999977,477,3161,54100,49500
University of San Diego,3,4,Private,Far West,Large City,0.4885,5573,56346,28,1228,0.5539,0.0278,0.1888,0.0592,0.0047,0.0031,0.0574,0.0599,0.0257,56346,13166,11648,0.4518,0.1807,0.7502,0.9021,0.0478,2.8,19500,22500,10215.5,0.970000029,0.289999992,20.85000038,97719.44,69873.5,6.599999905,134,1290,61800,53400
North Carolina State University at Raleigh,3,4,Public,Southeast,Large City,0.5001,22977,20511,28,1229,0.7512,0.0691,0.0427,0.0523,0.0045,0.0006,0.0314,0.0267,0.0717,20511,13831,9774,0.8813,0.2247,0.7359,0.9258,0.0974,4.1,17750,20500,12000,0.910000026,0.469999999,20.54000092,76057.18,66351,7.360000134,306,4025,49900,44100
University of Denver,3,4,Private,Rocky Mountains,Large City,0.7673,5505,53614,28,1231,0.6836,0.0272,0.089,0.0416,0.0051,0.0009,0.0312,0.0885,0.0701,53614,14113,8914,0.5039,0.1856,0.7752,0.8678,0.0741,1.9,20832,24500,11753,0.939999998,0.349999994,22.87000084,86015.75,55997.5,5.28000021,158,1392,53700,47600
The College of Wooster,3,3,Private,Great Lakes,Distant Town,0.5633,2070,51300,28,1231,0.7188,0.0792,0.0401,0.0338,0.0145,0.001,0,0.0725,0.0048,51300,13868,8007,0.817,0.1938,0.7505,0.8709,0.008,6.6,20490,25500,8473,0.99000001,0.349999994,19.36000061,99900.84,88881.5,5.900000095,32,411,43600,39900
Rochester Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.6016,12587,45772,28,1232,0.6274,0.0516,0.0635,0.0589,0.0021,0.0006,0.0245,0.051,0.04,45772,16160,9621,0.6729,0.3128,0.6388,0.8691,0.0663,5.2,24500,27000,19849.5,0.970000029,0.479999989,20.64999962,82498.77,72166,6.539999962,332,3581,56500,54000
University of Connecticut,3,4,Public,New England,Large Suburb,0.5366,17684,25786,28,1233,0.6349,0.0522,0.0784,0.0882,0.0014,0.0007,0.0256,0.0344,0.034,25786,20908,11500,0.9612,0.2088,0.8323,0.9392,0.0343,3.8,18983,21500,11600,0.949999988,0.349999994,20.12000084,94914.09,86510,4.960000038,320,4800,54100,49700
University of Washington-Seattle Campus,3,4,Public,Far West,Large City,0.5523,28754,24606,28,1234,0.4399,0.0267,0.0692,0.2422,0.0066,0.0048,0.0518,0.1407,0.0605,24606,23645,10461,0.7258,0.2489,0.8183,0.9303,0.0996,4.3,14793.5,16326,11400,0.870000005,0.540000021,22.63999939,55950.49,38703,6.570000172,678,6080,56400,48300
Bentley University,3,4,Private,New England,Small City,0.4379,4172,54806,28,1234,0.6146,0.0295,0.0686,0.0803,0.001,0,0.0177,0.1453,0.0218,54806,13149,12158,0.6265,0.1554,0.8727,0.9355,0.0231,1,26000,27000,17375,0.99000001,0.319999993,19.65999985,105823.11,93494,5.03000021,66,1199,71600,69000
The College of New Jersey,3,4,Public,Mid-Atlantic,Large Suburb,0.4311,6446,28943,0,1235,0.6624,0.0486,0.1129,0.0915,0.0016,0.0029,0.0095,0.0022,0.0213,28943,11117,9518,0.4357,0.18,0.8443,0.9347,0.0262,1.7,21500,23196,12250,0.959999979,0.319999993,19.88999939,103967.08,96654.5,4.579999924,67,1338,53500,52000
Pepperdine University,3,4,Private,Far West,Large Suburb,0.3734,3516,58772,0,1235,0.4249,0.068,0.1553,0.1399,0.0046,0.0023,0.0623,0.0876,0.0998,58772,11299,11650,0.5697,0.2076,0.8043,0.9174,0.0873,2.2,25000,27000,15943,0.980000019,0.310000002,22.30999947,83597.93,60331,6.900000095,101,991,65400,52100
Saint Louis University,3,4,Private,Great Plains,Large City,0.6443,7961,52413,28,1237,0.6568,0.0688,0.0329,0.0823,0.0013,0,0.0509,0.0764,0.1025,52413,16641,10028,0.5867,0.1415,0.6974,0.8683,0.0955,4.7,20500,25000,11000,0.980000019,0.330000013,20.87000084,103272.02,87461,6.179999828,119,1894,52700,48100
